claims_verbatim,trump_stance
dump trump / hands off / f-elon; dump trump / make america great again; democracy is not oligarchy; hands off; women's rights are human rights; federal workers matter; justice for all; democracy cannot be based on lies,Anti-Trump
hands off education; good trouble; oakridge has already lost 1 million dollars whats next; grab em by the patriarchy; hands off social security; hands off medicare; hands off my va; usa flag; dont privatize the earth; hands off veteran benefits; trumps government of billionaires by billionaires for billionaires; good luck paying your rent and feeding your family with liberal tears; ukraine flag; usa flag [upside down]; if youre not angry your not paying attention; our lives are not tv,Unclear
dump trump; hands off; hands off veterans benefits; hands off our social security; democracy dies when we stay silent; hands off our democracy; stand up for planet earth,Anti-Trump
usa flag [upside down]; ukraine flag; defend democracy; make america sane again / dump trump; black lives matter; hands off veterans services; bring back our federal workers; hands off our personal data; i declare fascism [image of steve carell's character in the office]; we are all immigrants; impeach trump / save democracy;,Anti-Trump
never again is now; lgbtq pride flag; they're eating the checks / they're eating the balances; usa flag; hey hey! ho ho! donald trump has got to go!; equal rights flag; ukraine flag; i want you to protest [image of uncle sam],Anti-Trump
hands off canada; do not coupoperate; libraries change lives; we want healthcare not greenland; real patriots defend our constitution; usa flag; hands off social security medicare va; we the people are pissed; hands off immigrants; hands off cancer research; march for equality; injustice anywhere is a threat to justice everywhere; perserve social security and medicare; we the people; hands off / dump trump; im a registered and voting republican im outraged; how is your 401k,Anti-Trump
dump trump; trumpster in a dumpster; democracy not oligarchy; enough is enough; save democracy; hands off; we shall overcomb,Anti-Trump
hey hey! ho ho! donald trump has got to go!; hands off / free speech; not my president; fire trump; fuck trump; hands off npr; resist like it's 1938 germany; our democracy was hacked;,Anti-Trump
hey hey ho ho! donald trump has got to go!; lock him up!; hey elon three reichs and youâre out,Anti-Trump
hands off; we are all the people; no one elected elon; usa flag; rainbow pride flag; hands off our democracy; nothing says traitor like a trump flag;,Pro-Trump
palestine flag; hands off; congress do your job; we the people will never give up fighting for democracy; usa flag [upside down]; dictator or democracy; fire musk; no hate!; respect federal workers; hands off my vagina; deport elon musk; ukraine flag; hands off medicare and social security; musk go; more empathy less apathy; impeach trump make america great again; no knig; is america great yet cause im sad and embarassed; hate never made america great; stop the chaos and cruelty; stop the felon invoke the 14th,Anti-Trump
trump 2024 / take america back; romans 13.1 / submission to governing authorities; god save trump to save our decaying people and country;,Pro-Trump
deport the muskrat; protect our democracy; hands off social security; resist / stop trump / musk,Anti-Trump
"we the people don't support being trump's 7th bankruptsy; hey wannabe dictator / hands off our democracy; eggs are so expensive because all the chickens are in congress; ice belongs in my latte, not in my neighborhood;",Pro-Trump
no one voted for you elon / hands off; dumb and dumber crashed it all; hands off our democracy; trump golfs as our economy burns; oversight now; usa flag;,Pro-Trump
no kings in america; hands off; no kings; resist; usa flag [upside down]; trump: felon / fascist / failure; patriots love checks and balances; congress do your job / defend the constitution; us marine corps flag; save our social security; hands off our democracy; courage is contagious; hands off lgbtq rights,Anti-Trump
fight fascism; meine trumpfe; usa flag; usa flag [upside down];,Unclear
usa flag; ukraine flag; we the people; rule of law not of kings; hands off democracy; keep america beautiful; white supremacy is terrorism; no oligarchs in america; cuts kill; untrump the world; drain the real swamp; no kings / end the coup; protect trans kids; palestine flag,Unclear
usa flag; hands off social security; america didn't vote for this; trump and musk have got to go!; hands off / science research saves lives; stand up for democracy,Anti-Trump
get trump out; stop trump; progressive pride flag; rainbow pride flag; it isn't right or left its right or wrong ; i've seen better cabinets at ikea; usa stop arming israel; resist; usa flag; hands off our democracy,Anti-Trump
"save america / deport trump; no america's hitler ""jd vance""; help the poor; hands off tariffs / tax the rich;",Unclear
trump is using hitlers playbook; support veterans; save our democracy; hate wont make america great; melania blink twice if you need help,Unclear
hands off; deport elon; protect immigrants; dump trump,Anti-Trump
no cuts to veteran benefits; hands off consumer protections; save our democracy; hands off our bodies; not a king a convicted felon; all hands on deck for democracy; veto the cheeto; fight ignorance not immigrants; fight oligarchy; democracy not dictators; stop trump; this musk stop; a country is not a business; is cruelty the point; lets get in good trouble; hands off public lands; silence = compliance; somethig stinks fascism and musk; ukraine flag; its not gender ideology people just exist; stop the billionaire takeover; billionaires you deserve treatment for your hoarding disorder,Anti-Trump
stop putin; hands off social security; tariffs are taxes paid by americans; hands off free speech; we deserve leaders not looters; my grandpa worked for trump and never got paid; alien musk go;,Anti-Trump
true patriots can't be bought; hands off; trump is weird; honk if you never drunk texted war plans;,Unclear
hands off our libraries; hands off social security; lgbtqia+ flag; we the people united will never be defeated; social security is an earned benefit hands off; we the people are pissed; hands off cancer research; hands off public lands; you dont work for donald trump; abort the court; freedom for all; the constitution matters; keep democracy alive; ukraine flag; usa flag,Pro-Trump
due process; love 4 canada; hands off free speech; honk for democracy; ukraine flag; usa flag; democracy isn't dying in darkness / trump is murdering it in broad daylight; jews say stop arming israel; jewish elders reject the trump/maga/zionist alliance,Anti-Trump
trump 2024;,Pro-Trump
hands off everything; usa flag; transgender flag; ukraine flag; denmark flag; stop musk; stop the lies; trump is a traitor; honk for democracy; #blm; dictator or democracy,Anti-Trump
"trump must go; hands off our data; trump 4 prison; we the people resist doge; when medicaid is under attack, what do we do? we fight back!; el pueblo unido jamã¡s sera vencido!; donald, donald, you canât hide, we can see your greedy eyes!",Unclear
deport musk [nazi symbol]; resist fascism no tariffs; convicted felon 47; super callous fascist racist extra braggadocious; remove trump; tax the oligarchs; usa flag; the constitution is not a suggestion; when injustice becomes law resistance becomes duty; stop the doge chainsaw massacre; end the billionaire coup;  empathy is not a sin,Anti-Trump
"gosh dang it, maga, he will not lower the price of eggs [image of hank hill character from king of the hill]; protect democracy; usa flag; ukraine flag; lunatic faux king president; eat the rich; ; stop trump from gutting the country; upside down usa flag",Anti-Trump
speak up senators / silence like a cancer grows; nobody voted for this; contain the con man; trans pride flag; hands off education; ukraine flag; usa flag; usa flag [upside down]; putin own$ trump; ukraine flag; i didn't elect doge / did you?; good trouble; rainbow pride flag; whose streets?! our streets!,Pro-Trump
impeach now; dump trump; usa flag;,Anti-Trump
stop trump sale of america; ikea has better cabinets; love your neighbor: bipoc lgbtq+ immigrant disabled religiously different; only you can prevent truth decay; alexa change my president; hands off cancer research; hands off social security; empathy is not a sin; the stock market thinks your tarriffs are dumb; ukraine flag; usa flag; the whole world is watching; hands off our childrens future; hate is not great,Anti-Trump
hands off our jobs / dump trump; palestine flag; free palestine; hands off our democracy; hands off free speech; hands off clean energy;,Anti-Trump
usa flag; wisconsin win is just the beginning; when a clown moves into a palace he does not become a king; democracy not autocracy; when they come 4 one of us they come 4 us all; hands off civil rights; let's cause good trouble; hey hey! ho ho! trump and musk have got to go;,Anti-Trump
cuts that deep kill a nation; usa flag; by the people for the people / no kings; hands off our public schools; real patriots hate nazis; stop trampling our laws and mortality; human rights belong to everyone; reject fascism defend equality; transgender flag; respect the existance or expect resistance; stop the coup; tax the rich; i survived the holocaust i dont want another one; trump and muskrats have no mandate; hands off our democracy,Anti-Trump
"protest medicaid / spineless politicians are stealing my healthcare; dump trump; justice for the voiceless; hands off; f*ck you, fascists; canada flag; protect free speech; no king / no nazi / no doge; rainbow pride flag; trans pride flag; everything cory booker said; tax the rich;",Anti-Trump
tariffs are taxes; hands off democracy; democracy not for sale; usa flag; no to cuts; ukraine flag; traitor trump; stop gutting our government; tax the rich; no nazis / kings / tyrants; hands off social security; make congress fear we the people more than trump;,Anti-Trump
trump flag; make america great again; maga + doge [drawin within heart symbol];,Pro-Trump
veterans against trump; i [heart] the 25th amendment; remove trump and musk from office; due process for all; no kings here; save our democracy,Anti-Trump
immigrants and refugees welcome here; trans pride flag; black lives matter; nonbinary pride flag; fund libraries; tariff deez nutz; hands off the postal service; hands off the va; flush trump; protest while it's still legal; he puts the dick in dictator [stylized image of trump];,Unclear
hands off our democracy; resist; stop the coup; this is our moral moment; usa flag [upside down]; he is not well; hands off unions and schools; hands off environmental protections; silence = death; progressive pride flag; hands off our future; trump lies; resist; human [pride flags]; fire musk; stop the billionaires,Anti-Trump
what cory booker said; hands off everything; trump failed econ fdt; hands off our economy; hands off democracy; bullying is bad for business; hands off / we the people; people over profit; make good trouble; hands off schools; hands off civil rights; the only minority destroying this country are billionaires; hands off our medicare,Unclear
wheres the tarriff on russia; hands off the usa; 86 47;  this is a moral movement; stop the coup [usa flag] [ukraine flag]; hands off our democracy; im here for my students #protected; hands off public ed libraries; hands off my kids future; we the people are the power; dump trump; usa flag; my grandpas fought against this,Anti-Trump
making good trouble; this sign is wayyy to small for everything; make critical thinking important again; it smells like doge s*it; wwjd; stop the madness; freedom is fascism; make lying wrong again; hand off our freedoms; impeach trump; ukraine flag; clean up on aisle 47; usa flag; fire trump deport musk; democracy is not a spectator sport / do something; do you think he even cares about you; hands off social security; get rfk jrs hands off vaccines; save our democracy; medicaid saves lives; support postal workers; love our neighbors [canada flag] [mexico flag]; get rid of the nazi felon / we are not going back; lgbtq flag; fight oligarchy; stop the con; when i say liberty and justice for all i mean it; we salute those who have served / stop cuts to veterans,Anti-Trump
hands off medicaid; it's our money; fire trump; hands off; support our democracy; hands off our data; a woman's place is in the resistance [symbol of rebel alliance from starwars]; resist tyranny; we the people say no to trumps coup; tyranny thrives thru lies; hands off our democracy; hands off our cwa social security; you tank the economy and go golfing; usa flag; hands off our daughters; tarriffs are a terrible mistake; fund education not billionaires; dump trump lock him up; hands off our data; its our money; stop the cuts; suppourt our democracy; the power of the people is greater than the people in power; tarrifs are taxes no kings in america,Anti-Trump
usa flag [with photo of donald trump],Unclear
stop trumps project 2025; wake up america; hands off our social security; f*ck elon musk; viva la democracia; truth hope decency; ikea has better cabinets; hands off; hands off democracy; this is our moral movement; hands off medicaid / disability rights = human rights,Anti-Trump
stop project 2025; no kings / no dictators / democracy; defend due process; usa flag; mexico flag; impeach trump; no kings; fake presidency; trans pride flag; ukraine flag;,Anti-Trump
hands off my money; 8647; in a world of trumpers be a zelensky; impeach trump / hands off my medicaid and social security; restore due process; no pride in genocide / arms embargo now;,Anti-Trump
climate action now / hands off noah; we need unity not division; no trump; hands off my body; everybody belongs not hate; rage restore american government and empathy; hands off our democracy; save immigrants; hands off our clean water and clean air; save fair elections; save our constitution; keep your hands to yourself; save veteran's benefits; hands off my social security medicare and medicaid,Anti-Trump
hands off constitution; congress speak up; dump trump please; hands off my social security / i worked for it; let your voice be heard; arbor advocates; you cant have our social security,Anti-Trump
"elon, stop gaslighting america; people over profit; hands off; don't mess with medicaid; stop project 2025; ukraine flag; usa flag; usa flag [upside down]; canada flag; trump and musk have got to go!; trans pride flag; hands off canada;",Anti-Trump
trans pride flag; upsidedown usa flag; no facist usa; tyranny begins when law ends; eat the rich; i [heart] democracy; tax the rich; make america sane again; hands off social security trust fund; history has its eyes on us; no king; hands off our democracy; hands off; antifacist action; trump betrayed the working class; dont give up; impeach now; billionaires are the dangerous minority,Unclear
love wins; usa flag; usa flag [upside down]; pro-america / anti-trump; no kings / no nazies; when will you fight this cruel agenda; hands off medicaid; stand up for science; rainbow pride flag; heil no;,Leaning Pro-Trump
this is our moral moment; ukraine flag; lgbtq+  freedom; we the people deserve betters; trans pride flag; usa flag [upside down]; remove trump now; not a paid protestors,Anti-Trump
hands off ssa; hands off democracy; upside down usa flag; veterans against facism; dump trump; hands off all the immigrants; america has no king,Anti-Trump
the only minority destroying america is the rich; keep public lands in public hands; usa needs a president not a king; we the people are not for profit; rule of law; trump pumbles democracy crumbles; stand up speak out fight back; bring back competence; pro america anti trump; usa flag; hands off veterans,Pro-Trump
trump musk [crossed out]; hands off our democracy; golden rule does not mean take the gold; liberty and justice for all;,Anti-Trump
"ukraine flag; usa flag; dump trump; make lying wrong again; hands off social security; hands off medicaid; this is not a left or right moment, it's a right and wrong moment; defend dept of education; uphold the rule of law; no dictator; hands off the va",Anti-Trump
hands off our democracy / evict incompetent robber barrons; hands off my education; hands off our rights data schools science parks courts wallets bodies democracy; hands off libraries; hands off lgbtq+; freedom and justice for all / no trump; hands off my life; hands off our constitutional rights; leave social security alone it belongs to us; we love our country / resist tyranny and corruption,Anti-Trump
usa flag; hands off; no kings; never underestimate an old lady who is anti-fascist; ukraine flag; rainbow pride flag; lock trump up / deport elon musk; upsidedown usa flag; no more doge; feed the people / eat the rich [elon musk]; i need to be able to tell my grandchildren i did not stay silent; no war but class war,Unclear
usa flag; rainbow pride flag; ukraine flag; honk if you never texted war plans; prao-america / anti-trump; unfit / unlawful / unacceptable; usa flag [upside down];,Leaning Pro-Trump
"trump is a crook!; hey, hey! ho ho! elon musk has got to go!; hey, hey! what do you say! we want trump to go away!; i worked 49 years for my social security; hands off roe; usa flag [upside down];",Anti-Trump
impeach trump / the third time is the charm; nobody elected elon; hands off; hands off libraries; usa flag; resist,Anti-Trump
jail trump; hate will not make us great; kill tesla,Unclear
hands off our bodies; hands off our democracy; hey hey ho ho donald trump has got to go; hate won't make us great; hands off education; this is how we take action; impeach trump!; usa flag; the whole world is watching,Anti-Trump
hands off our social security; hands off healthcare; usa flag [upside down]; deport trump the traitor dictator; hands of libraries; only you can resist fascist liars; together we stand; theyre breaking it on purpose so they can buy it back cheap; hands off our national parks they are a treasure / maga is an abomination,Unclear
we are not paid / we are pissed; hands off free speech; make lying wrong again; are we great yet because i just feel embarrased; billionaires dont care about you; the power of the people is greater than the people in power; georgia be like wisconsin; musk was not elected; this is the voice of america persist; no kings; hate never made america great; f elon and the felon; you want me to believe those greedy billionaires actually care about me; are we great yet; march for change save the earth; congress wake up do your job; merikka: where you can be a rapist racist loser felon and become president; you cant believe in jesus and trump; deport musk rat; elect a clown get a circus [trump]; the whole world is watching; my e-book has more spines than the gop; fight ignorance not immigrants; stop project 2025,Anti-Trump
hands off social security; truth still matters; sos; impeach the felon; save democracy; hands off our libraries; usa flag; why does trump hate veterans / restore all va funds; protect our public schools and libraries,Anti-Trump
stop musks government takeover; migrants make the us better; trumpocchio he lies 21 times a day; woo say no to facism; dump trump,Anti-Trump
pro lgbtq; resist fascism; hands off our democracy; hands off our bodies; save grandma / hands off social security; toxic trump is stabbing us all in the back; hands off veterans services,Anti-Trump
killing children is not self-defense; hands off; dump trump and muskrat; restore lgbtq+ rights,Anti-Trump
stand up fight back!; keep ice off campus; down with trump;,Unclear
make america smart again; do your job / support medicaid / veterans; usa flag; ukraine flag; impeach trump; evansville has already lost $20.6 million / give it back; tax the ultra rich;,Anti-Trump
"pro america, anti trump; resist",Unclear
usa flag; make america strong again; fighting socialism; trump 2028; make america great again; protect our children / no men in womens sports; we love our president; trump won get over it; bernie is an oligarch,Pro-Trump
congress you took an oath; usa flag [upside down]; no abductions; republicans use your power to stop him [trump]; the power of the people is greater than the people in power / stop the cuts; senator use your power to protect our constitution; todd young stop kissing the ring of a dictator / do your job; todd young you suck; never again is now; stand up todd; only you can prevent fascist dictators; todd medicaid cuts kill; semper fi = always faithful to checks and balances; when injustice becomes law resistance becomes duty; young chicken in a coup; usa flag; impeach the russian asset; hands off social security; honk for democracy; support food banks / feed the children; i love our country / i am ashamed of our government; where is your humanity courage / stand up for us for america; stop the save act / hands off our voters rights; todd ax the save act; todd young do your job!,Anti-Trump
our common sense trumps your hate; protect our children / no men in women's sports; usa flag; trump; make america great again; fighting socialism; abortion kills children; trump 2028; we love our president; trump won / get over it,Anti-Trump
trump is defying supreme court orders; due process for all; bring kilmar home / follow the law / show some humanity; usa flag; usa flag [upside down]; stop illegal deportations; jail trump for contempt!; hands off democracy;,Anti-Trump
power to the people no one is illegal!; say it loud and clear immigrants are welcome here!; no more deportation fight for liberation!; no trump no kkk no fascist usa; protect all students; racists off our campus,Anti-Trump
whose streets our streets!; go israel!; go trump,Unclear
"power to the people, no one is illegal!; say it loud, say it clear, immigrants are welcome here!; no more deportation, fight for liberation!; no trump / no kkk / no fascist; protect all students; whose street, our street!; racists off our campus",Anti-Trump
cut hay not usda; honor the contracts with usda; support local farms; dont bite the hands that feed you / honor contracts; no farmers no food no future; farmers feed us what does trump do; we all need to eat; keep the angry culture out of agriculture; dogs for farmers,Pro-Trump
"jews against deportations; safety freedom and care for all; free nyc from trump, cuoma, and eric adams; jews say no fascists / no pharaohs; care not corruption",Anti-Trump
down with trump!; no kings in america; usa flag; i stand with ukraine; working people unite; hands off medicaid; hands off public lands,Unclear
hands off; hands off free speech; usa flag [upside down]; ice is for soda / not for neighbors; send trump to el salvador; domestic terrorist; hands off immigrants!,Pro-Trump
no kings; the feudal age is over / no more kings / no more tyrants; ofputin [image of trump in handmaid's tale costume]; this is not a left or right moment / it's a right or wrong moment; palestine flag; rainbow pride flag; ukraine flag; love not hate makes america great; hands off greenland; usa flag [upside down]; usa flag;,Unclear
no kings / end tyranny now; nope; the only qualified person trump ever hired was stormy daniels; lexa change the president; donald / felon / incompetence; usa flag; when tyranny becomes law / resistance becomes duty; honk if you love your freedom,Unclear
i am kilmar abrego garcia; usa flag; ukraine flag; hands off; beware / trump lives in putin's pocket; no kings; defend the constitution;,Unclear
keep america great / trump won; trump / vance;,Pro-Trump
i love my country / i'm ashamed of my government; trump & elon musk go; my outrage can't fit on this sign; usa flag [upside down]; now i can see russia from my house;,Unclear
usa flag; bring kilmar garcia back now; wake up / stop trump and musk; vote blue; corrupt tide sinks all boats; even the smallest person can change the future; dump trump; our democracy is not for sale;,Anti-Trump
dump trump; usa flag; protect rights not egos; defend democracy / no kings / no nazis; we're not radical / we just remember history; no kings;,Anti-Trump
trump / vance;,Unclear
"impeach trump / save america; are ice agents king trump's redcoats?; unwilling participant in an ""idiot""cracy; usa flag; democrats protect women's health; due process for all; democrats protect medicaid and medicare; hands off democracy",Anti-Trump
i dissent; does this ass make my country look small [image of trump]; hands off my social security;,Unclear
america: due process for all; this is what democracy looks like!; hands off medicaid / ssi; hands off; no kings; trump = stalin; make america honorable again;,Anti-Trump
"no trump, no kkk, no fascist u.s.a; trump: our #1 âhomegrown criminal; 34 felony convictions donât lie; protect our vote; no war but class war; lock him up!; no kings here! protect our vote!; if youâre embarrassed and irate, clap your hands!;",Anti-Trump
usa flag [upside down]; propgress pride flag; rainbow pride flag; farmers against fascists; make america a democracy again; usa flag; trump is a far; this king stinks; say no to the turd reich;,Anti-Trump
pro-democracy / anti-trump; usa flag; usa flag [upside down]; save our democracy; send trump to cecot; bold angry women will change the world; the war on women will be written in the blood of our daughters; doge must be accountable; hitler also demanded absolute loyalty;,Leaning Pro-Trump
the fascists are coming; time for a revolution; trump is a traitor / lock him up; i'm mad as hell; send trump to an el salvadoran gulag; stop musk; immigrants get the job done;,Pro-Trump
"you, too, could be deported; usa flag; trump is screwing farmers;",Unclear
"king con; we won't back down; congress, reclaim your power / check and balance / you work for us; say yes to rule of law and due process; hey trump, nobody paid us to be here / we hate you for free; save democracy; ukraine flag;",Pro-Trump
dump donald trump; usa flag [upside down]; rainbow pride flag;,Unclear
proud american / ashamed of trump,Unclear
hands off science; stop authoritarianism; our national parks also deserve due process; f-elon; anti-trump af; no kings; don't whitewash our history;,Anti-Trump
bring kilmar home; no kings; trans pride flag; stop trump / deport musk; veterans against trump; usa flag; resist; veterans against trump;,Anti-Trump
we the people have had enough; rage; you're fired; deport trump; usa flag; palestine flag;,Unclear
"no kings in america since 1776; tyranny is at our door; what would life be like if your immigrant grandparents had been deported without due process?; so much for ""pro life""; hey hey, ho, ho trump has got to go!; oh say can you see, the administration is destroying our democracy; usa flag; felon; honk for due process",Anti-Trump
trump won;,Pro-Trump
when injustice becomes law resistance becomes duty; no kings; usa flag; palestine flag; left or right we all know it's wrong; rfk is not a docter [sic]; i hate crowds; rainbow pride flag; make america smart again; we will persist / resist; america deport trump,Anti-Trump
usa flag; pro-america / anti-trump; extremism is not leadership;,Leaning Pro-Trump
trump is tariffying; usa flag;,Unclear
vote 'em out; no kings in america; usa flag; fund npr / pbs; ice = trump's gestapo; don't let democracy die; ukraine flag;,Unclear
"trump is doing unchristian things; free mahmoud khalil; tariffs ""r"" taxes on you; no kings; palestine flag; usa flag;",Unclear
hey hey ho ho trump and musk have got to go!; usa flag; usa flag [upside down]; hands off our future;,Anti-Trump
are we great yet? cause i just feel embarassed; dissent is patriotic; no trumpery; rainbow pride flag; palestine flag; death by fascism; free speech / free country; save disabled lives; hands off; trans pride; here lies due process and equal justice under law [written on image of tombstone]; tax the billionaires; unity over tyranny; ukraine flag; usa flag;,Unclear
"tariffs are taxes that americans pay; dump trump; having rights was cool / we should do that again; with liberty and justice for all; no kings / this is america; we are all descendents of immigrants / yes, even the founding fathers;",Anti-Trump
hate won't make america great; no kings; save our parks; usa flag [upside down]; the constitution doesn't swipe left or right; rule of law; the people will defeat trump's billionaire agenda; russian assets; palestine flag; fired by doge; trump lies due process dies; tax the rich; morons are governing america; resist; are we great yet cause i just feel embarassed; fight the right,Anti-Trump
vote them out!; usa flag; if tyranny is law rebellion is our duty; we earned our social security / hands off; tax the rich; trump loves the uneducated; hands off my voting rights; rainbow pride flag; liberty and justice for all; fiona says hippos hate hypocrites;,Unclear
bring kilmar home; no kings; no kings since 1776; usa flag; save ukraine from trump and putin; hands off social security;,Unclear
resist fascism; usa flag [upside down]; no king; we're all the couch now; dump trump; ukraine flag,Anti-Trump
resist; dictator or democracy / thats the choice; its not too late; rise up / save our democracy; trump hates pepperoni rolls; no kings allowed; hands off social security; trans rights matter; due process for everyone / no exceptions,Anti-Trump
eventually he will hurt all of you / grow a spine / dump #47; trump sucks... but does he swallow; america the great is now america the embarassment;,Anti-Trump
stop trump now; orange lies matter,Anti-Trump
when injustice becomes law resistance becomes duty; ikea has smarter cabinets; no justice no peace!; canada flag; usa flag; ukraine flag; this is not a left or right moment / it's a right or wrong moment; tax the rich;  stop trump now; no hate! no fear! immigrants are welcome here!; progress pride flag;,Anti-Trump
liberation through public education; immigrants make america great / my family / my roots; paws off our rights / dogs against fascism [sign worn by dog]; this is coup coup; usa flag; bans don't stop abortions / they make them dangerous; i will not censor myself to comfort your ignorance; rainbow pride flag; dump trump; good people protect their mother earth; childless cat lady against fascists; try trump for treason; all of my outrage cannot fit in this sign; keep your tiny hands off sacred lands,Anti-Trump
usa flag; trump flag; doge flag;,Pro-Trump
bring them back!; we are neighbors! arrest the traitors!; nobody is above the law!; resist like it's 1938 germany; rainbow pride flag; ukraine flag; usa flag; stop kidnapping people; no kings in america; no kings no crowns donald trump is going down!; fired up for freedom!; this is what democracy looks like!,Anti-Trump
freedom / appreciate it / cherish it / protect it; no fucking kings; y'all means y'all; rainbow pride flag; just for the record we are under-reacting; impeach trump;,Anti-Trump
usa flag [uspidedown]; uphold law; save democracy; republicans #1 chump wrecks our democracy; the most dangerous man in america [trump],Unclear
stop the madness; let the warning ride forth tyranny is at our door once more; healthcare is a human right; no justice / no peace / due process 4 all; dogs against trump / bite me,Anti-Trump
usa flag [upside down]; ukraine flag; defund musk; lock them up; trump makes america less;,Unclear
usa flag; usa flag [upside down]; make america sane again; hands off; dump trump; no kings; lgbtq rights here to stay; no trump / no nazis / no hate; fight for mlk's dream / resist trump's nightmare;,Anti-Trump
democracy dies in silence; impeach trump / deport musk; usa flag; stop the tariff war;,Anti-Trump
"show up / rise up / speak up together; immigrants built america; usa flag; be like harvard; un-trump the world; hands off medicaid, medicare, and social security;",Unclear
no king / defend the constitution; usa flag; ukraine [heart]; we want democracy not autocracy; hands off; fire trump; trump is wrong about everything,Unclear
no kleptocracy / no rules by thieves; stand up to the bully; fight for democracy; save your farms / dump trump; fight truth decay; deport the dictator; democracy dies with no due process; hands off public lands; lock the felon up; defend your rights... or they will be taken; we have risen; usa flag; lgbtq+ flag,Anti-Trump
impeach trump; usa flag; foxtrot delta tango / no kings; hands off equality; stop trumpflation; dump corrupt trump;,Anti-Trump
trump / the enemy within; fire trump; usa flag; dump trump; save public schools; pray to end stupidity;,Anti-Trump
trump tariffs are a tax on us; protect national parks; trump is putin's puppet; courage is contagious; resist; usa flag; honk to save our country; protest while its still legal; we the people are sick of this shit; hands off national parks / medicare / lgbtq / books / social security / my body / education; no tariffs; get âem by the midterms; hands off medical research; no bans on our bodies; resist the bully,Unclear
you can't fix stupid but you can vote it out; usa flag; impeach trump; no kings; protest / stand up / volunteer / donate / speak out / act now; are we great yet; protesting fascism is not what i planned for retirement; [picture of trump] you're fired; the trump administration is a criminal organisation; ukraine flag,Anti-Trump
trans pride flag; rainbow pride flag; let people be themselves; stop trump; american homegrown criminal [image of trump]; i will protect the constitution / will you?; usa flag; down with trump!; ukraine flag;,Anti-Trump
goths against trump; usa flag [upside down];,Anti-Trump
our solution to climate change? democracy; i served for freedom not fascism; ukraine flag; trump is corrupt;,Pro-Trump
rainbow pride flag; democracy not trumpocracy; no kings;,Unclear
trump vance / make america great again,Pro-Trump
trump doge usa flag,Unclear
"stop deportations; usa flag; without due process citizens disappear; no kings in america; make lying wrong again; money for people's needs, not the war machine; trans pride flag; ukraine flag; no kings; canada flag; stop trump; stand up for democracy",Anti-Trump
people over profit; usa flag; stand up / fight back / resist / tax the rich; no kings!; hands off our economy; defends human rights and democracy / no kings; send a real felon to el salvador [image of donald trump]; usa flag [upside down]; trump for prison;,Anti-Trump
save democracy / 8647; usa flag; hands off; dump trump; pro-america / anti-trump; democracy not dictatorship; protect federal workers;,Anti-Trump
if congress won't we the people will; make america honest again / don't swallow trump's lies; hands off / defend democracy; this is my resisting bitch face / fdt;,Unclear
no kings / we do not consent; usa flag; impeach felon 47 / no kings; no kings; ukraine flag; canada flag; usa flag [uspidedown]; save democracy; high treason; hey g.o.p where's yours; facism is not pretty; no gulag; you are not powerless; palestine flag; the only minority destroying america is the rich; stop trump; due process,Anti-Trump
trump make america great again,Pro-Trump
morons are governing america; no kings; resist fascism; we the people veto; make america a democracy again; no human being is illegal; wake up trump doesn't care about you; save our democracy; usa flag [uspidedown]; no human being is illegal; make america kind again; orange lies matter; are we great yet,Anti-Trump
trump is america first; maga latino,Unclear
science helps / lies hurt; save democracy; dump trump and musk rat; no funding / no future;,Anti-Trump
"if kamala was president, we'd all be at the beach bbq-ing; usa flag; 250 years later and we're still fighting kings? save democracy; fuck trump; usa flag; usa flag [upside down];",Anti-Trump
democracy not autocracy; the people will defeat trump's billionaire agenda; trans pride flag; rainbow pride flag; resist trump and project 2025; stop trump now; ukraine flag; due process is the right of everyone; workers should have power not the billionaires,Anti-Trump
actual patriots [arrows pointing outwards]; trump can't read; impeach and arrest / defend our constitution; why are republican politics so mean; united we stand; stand with palestine; no kings; due process for all; protect our constitution,Unclear
usa has no kings; usa flag; veterans against trump; protect our national parks; resist,Anti-Trump
eat the rich before they eat us; fuck donald trump,Unclear
ukraine flag; save our democracy; when injustice becomes law resistance becomes duty; we the people love due process; anti-doge / anti-trump / pro-america; south korea flag; freedom not tyrrany; i want my country back; enough is enough!; stop authoritariansim,Anti-Trump
hands off cdc; presidents are not kings / no one is above the law; trump is fascism / wake up; usa flag [upside down]; emulating mckinnley won't end well for anyone;,Unclear
hands off the va; dump trump; they defeated fascism in 1945 / now it's our turn; resist; no kings / no masters / no tyrants,Anti-Trump
trump flag;,Pro-Trump
stamp out facism; you have the right to remain silent but i don't reccomend it; down with trump!; free free palestine!; no one is illegal on stolen land; trans pride flag,Unclear
trump 2028,Unclear
fuck trump,Anti-Trump
down with doge; no kings; hands off our democracy / economy / education / health / environment; usa flag; hands off our civil rights; 8647; what we need is peace and freedom!; stop trump tyranny;billionaires we don't need them!,Anti-Trump
dangerous oligarchs grabbing everything [spells doge vertically]; trump is a traitor; smells like fascism; leave our courts alone;,Unclear
deport musk; yes yes yes harvard; trump / liar liar pants on fire; separation of musk and state / deport him to mars; parks not profits; tyrrany is at our door;,Unclear
